Frame,Mean_Pixel_Value
221,190.73674242424244
222,192.00378787878788
223,191.7310606060606
224,189.65196078431373
225,191.23172905525846
226,191.55258467023174
227,191.83600713012478
228,191.80882352941177
229,190.5601851851852
230,192.48529411764707
231,192.57767722473605
232,195.09313725490196
233,195.23529411764707
234,191.87037037037038
235,193.85294117647058
236,193.47549019607843
237,194.203125
238,191.25980392156862
239,193.0441176470588
240,191.52941176470588
241,191.71875
242,192.36174242424244
243,191.79166666666666
244,192.234375
245,191.74019607843138
246,191.7450980392157
247,192.04901960784315
248,191.85294117647058
249,192.86979166666666
250,196.02651515151516
251,196.54924242424244
252,194.15104166666666
253,196.22638146167557
254,195.55729166666666
255,196.2892156862745
256,194.73039215686273
257,193.8578431372549
258,193.953125
259,193.28125
260,192.53125
261,192.75520833333334
262,189.68229166666666
263,190.62310606060606
264,191.85037878787878
265,188.2058823529412
266,188.54166666666666
267,187.72537878787878
268,187.42424242424244
269,186.81770833333334
270,186.78125
271,186.34375
272,184.16176470588235
273,185.55729166666666
274,184.58333333333334
275,183.79967948717947
276,182.5392156862745
277,183.71354166666666
278,182.54006410256412
279,182.41145833333334
280,181.25520833333334
281,181.97575757575757
282,180.49810606060606
283,178.68333333333334
284,178.55
285,178.0654761904762
286,177.99404761904762
287,177.82142857142858
288,176.38095238095238
289,175.36363636363637
290,177.86111111111111
291,177.94791666666666
292,176.4
293,178.109375
294,179.2
295,181.609375
296,183.01041666666666
297,185.63333333333333
298,186.23958333333334
299,186.8125
300,189.62878787878788
301,188.09803921568627
302,187.85204991087343
303,186.44791666666666
304,185.80208333333334
305,185.51041666666666
306,186.84895833333334
307,186.72916666666666
308,188.97537878787878
309,190.48674242424244
310,192.04924242424244
311,189.74479166666666
312,191.26381461675578
313,191.21033868092692
314,192.55492424242425
315,192.5776515151515
316,190.4375
317,192.70833333333334
318,190.46354166666666
319,189.41666666666666
320,189.4313725490196
321,190.75520833333334
322,190.71354166666666
323,191.01041666666666
324,190.28787878787878
325,190.27083333333334
326,190.62310606060606
327,190.5625
328,190.41287878787878
329,190.43229166666666
330,190.65625
331,190.796875
332,191.21875
333,191.10416666666666
334,190.52604166666666
335,191.3844696969697
336,190.734375
337,190.734375
338,189.25
339,193.25454545454545
340,192.78181818181818
341,191.42992424242425
342,191.65151515151516
343,190.02651515151516
344,190.06060606060606
345,190.61742424242425
346,191.28219696969697
347,190.9526515151515
348,190.91287878787878
349,188.90719696969697
350,188.06628787878788
351,188.46969696969697
352,188.27083333333334
353,189.17424242424244
354,189.53219696969697
355,190.01818181818183
356,189.75757575757575
357,188.24479166666666
358,188.58333333333334
359,189.48674242424244
360,192.5719696969697
361,191.15719696969697
362,188.06770833333334
363,187.69791666666666
364,187.63541666666666
365,188.36458333333334
366,188.05208333333334
367,188.10416666666666
368,187.421875
369,186.0735294117647
370,188.44270833333334
371,188.96354166666666
372,188.22473604826547
373,189.2888888888889
374,186.44391025641025
375,186.67467948717947
376,186.17467948717947
377,186.64425770308122
378,187.26610644257704
379,189.15686274509804
380,187.76190476190476
381,186.94257703081232
382,190.15064102564102
383,189.9441930618401
384,187.89635854341736
385,188.06410256410257
386,188.1547619047619
387,187.1904761904762
388,187.0140056022409
389,190.6602564102564
390,190.89136904761904
391,189.0352564102564
392,185.26636904761904
393,184.02083333333334
394,182.57282913165267
395,181.6736694677871
396,183.95833333333334
397,183.82852564102564
398,184.03044871794873
399,183.07852564102564
400,183.1073717948718
401,182.82852564102564
402,180.4360119047619
403,181.77083333333334
404,181.75160256410257
405,180.53869047619048
406,180.21794871794873
407,180.48511904761904
408,179.88717948717948
409,179.50641025641025
410,179.03809523809525
411,178.32820512820513
412,177.52564102564102
413,177.25641025641025
414,178.13141025641025
415,178.51602564102564
416,179.94358974358974
417,179.01904761904763
418,178.36923076923077
419,178.28205128205127
420,176.66666666666666
421,177.79444444444445
422,179.86111111111111
423,182.08205128205128
424,182.86153846153846
425,183.4
426,185.95384615384614
427,184.15233785822022
428,185.13621794871796
429,184.7315233785822
430,185.3559577677225
431,188.47058823529412
432,188.43627450980392
433,187.88725490196077
434,189.17708333333334
435,188.27941176470588
436,188.08333333333334
437,187.97058823529412
438,187.8265460030166
439,187.43288084464555
440,187.09313725490196
441,187.65196078431373
442,189.71354166666666
443,189.26602564102564
444,191.51041666666666
445,191.43229166666666
446,191.28645833333334
447,191.30729166666666
448,190.16176470588235
449,189.9607843137255
450,189.48958333333334
451,190.13020833333334
452,190.12254901960785
453,189.34895833333334
454,189.328125
455,191.38787878787878
456,188.3560606060606
457,189.8121212121212
458,188.12310606060606
459,188.08901515151516
460,188.28645833333334
461,190.77575757575758
462,190.1060606060606
463,190.97575757575757
464,189.02083333333334
465,188.47537878787878
466,187.66666666666666
467,189.421875
468,189.39444444444445
469,190.43560606060606
470,189.95833333333334
471,190.30492424242425
472,189.98674242424244
473,189.78787878787878
474,189.86742424242425
475,189.89583333333334
476,188.30555555555554
477,189.32777777777778
478,189.1
479,189.40555555555557
480,188.68333333333334
481,188.68333333333334
482,188.78333333333333
483,189.30555555555554
484,188.16145833333334
485,189.54444444444445
486,188.80729166666666
487,190.15
488,189.58333333333334
489,189.921875
490,191.23888888888888
491,190.45
492,190.38333333333333
493,188.75
494,188.68229166666666
495,189.99444444444444
496,192.68333333333334
497,191.22395833333334
498,191.21875
499,192.63888888888889
500,191.70833333333334
501,191.96969696969697
502,191.29090909090908
503,190.5878787878788
504,187.75555555555556
505,189.58901515151516
506,190.09375
507,193.29444444444445
508,193.7651515151515
509,192.765625
510,191.61217948717947
511,194.55208333333334
512,193.94871794871796
513,196.50555555555556
514,192.08333333333334
515,193.38333333333333
516,195.30492424242425
517,195.02083333333334
518,192.11458333333334
519,193.53333333333333
520,194.5818181818182
521,189.71401515151516
522,191.3090909090909
523,189.4060606060606
524,186.9151515151515
525,187.49242424242425
526,187.71666666666667
527,186.92992424242425
528,190.38787878787878
529,189.84848484848484
530,188.80555555555554
531,186.72537878787878
532,189.5939393939394
533,185.99019607843138
534,188.88725490196077
535,191.76114081996434
536,190.55392156862746
537,190.58333333333334
538,192.49910873440285
539,190.0185185185185
540,190.22549019607843
541,191.67992424242425
542,190.71836007130125
543,190.46401515151516
544,189.71969696969697
545,187.63725490196077
546,191.00378787878788
547,185.57932263814618
548,187.84469696969697
549,188.69128787878788
550,190.2026515151515
551,185.72537878787878
552,185.83333333333334
553,186.96969696969697
554,186.40719696969697
555,186.40719696969697
556,186.40719696969697
557,197.64848484848486
558,190.67424242424244
559,192.7310606060606
560,190.11458333333334
561,192.7651515151515
562,190.56770833333334
563,187.23958333333334
564,188.29924242424244
565,186.44791666666666
566,186.72395833333334
567,184.109375
568,182.77604166666666
569,185.0625
570,182.8186274509804
571,180.87745098039215
572,181.23958333333334
573,182.77564102564102
574,183.76648841354725
575,182.04374057315235
576,183.12254901960785
577,182.02314814814815
578,182.25
579,185.88235294117646
580,190.02083333333334
581,188.64705882352942
582,191.02941176470588
583,189.8846153846154
584,192.34803921568627
585,191.02777777777777
586,191.9351851851852
587,193.55092592592592
588,195.13725490196077
589,195.33823529411765
590,195.80392156862746
591,195.56944444444446
592,195.60185185185185
593,192.9188034188034
594,194.8898944193062
595,193.82843137254903
596,193.10256410256412
597,193.33333333333334
598,193.00462962962962
599,192.625
600,195.05092592592592
601,192.0982905982906
602,192.36111111111111
603,194.47058823529412
604,194.5601851851852
605,193.3564814814815
606,195.0185185185185
607,192.47863247863248
608,193.5233785822021
609,191.59313725490196
610,185.17521367521368
611,186.43055555555554
612,185.06944444444446
613,187.09313725490196
614,186.20833333333334
615,186.09722222222223
616,186.02777777777777
617,187.14957264957266
618,187.47008547008548
619,192.3235294117647
620,193.2058823529412
621,194.72685185185185
622,194.84259259259258
623,194.7962962962963
624,194.74358974358975
625,194.9059829059829
626,194.1187584345479
627,194.19568151147098
628,193.72368421052633
629,193.3564814814815
630,193.15277777777777
631,194.58796296296296
632,195.61574074074073
633,195.9398148148148
634,196.12962962962962
635,195.05263157894737
636,196.2685185185185
637,196.28240740740742
638,197.34722222222223
639,197.46759259259258
640,196.91666666666666
641,197.02314814814815
642,196.95833333333334
643,197.86574074074073
644,197.85185185185185
645,196.5601851851852
646,197.41666666666666
647,197.375
648,196.93055555555554
649,197.31944444444446
650,198.00462962962962
651,197.95833333333334
652,197.37037037037038
653,197.42592592592592
654,197.77777777777777
655,195.69298245614036
656,197.4351851851852
657,197.5
658,197.32478632478632
659,197.23931623931625
660,197.40740740740742
661,198.0787037037037
662,197.6435185185185
663,197.375
664,196.01388888888889
665,194.42592592592592
666,195.0185185185185
667,196.6764705882353
668,197.09351432880845
669,196.63650075414782
670,196.48265460030166
671,195.50980392156862
672,195.94871794871796
673,195.53846153846155
674,196.14102564102564
675,199.3287037037037
676,196.25
677,196.03070175438597
678,196.25641025641025
679,196.61111111111111
680,201.01782531194297
681,196.4057315233786
682,205.3235294117647
683,205.3235294117647
684,191.6855600539811
685,200.27941176470588
686,202.0343137254902
687,201.37611408199643
688,199.72058823529412
689,199.37254901960785
690,197.08796296296296
691,196.52941176470588
692,195.2156862745098
693,193.04901960784315
694,192.6813725490196
695,192.8129713423831
696,194.22222222222223
697,193.8564814814815
698,190.8034188034188
699,190.97008547008548
700,190.62292609351434
701,189.1196581196581
702,188.0601851851852
703,188.0940170940171
704,185.97222222222223
705,185.98611111111111
706,183.0854700854701
707,183.66239316239316
708,183.3454790823212
709,183.361673414305
710,183.30499325236167
711,183.9102564102564
712,182.98290598290598
713,182.18376068376068
714,181.63247863247864
715,184.23076923076923
716,183.47863247863248
717,183.35470085470087
718,183.42307692307693
719,182.74074074074073
720,187.29901960784315
721,184.32051282051282
722,187.12962962962962
723,185.85560053981106
724,187.008547008547
725,183.18671679197996
726,187.3760683760684
727,188.32051282051282
728,187.46288798920378
729,190.625
730,191.12962962962962
731,189.29689608636977
732,190.85042735042734
733,189.47008547008548
734,191.62962962962962
735,189.86752136752136
736,190.6003016591252
737,190.7496229260935
738,190.05982905982907
739,190.02136752136752
740,189.9188034188034
741,189.92307692307693
742,192.7037037037037
743,192.96296296296296
744,191.75867269984917
745,191.23076923076923
746,192.06184012066365
747,191.34238310708898
748,190.5042735042735
749,190.67521367521368
750,190.84188034188034
751,190.85897435897436
752,190.70833333333334
753,190.67592592592592
754,191.0787037037037
755,193.22549019607843
756,193.4264705882353
757,193.42156862745097
758,193.39705882352942
759,192.76470588235293
760,191.55555555555554
761,191.86111111111111
762,191.7156862745098
763,189.87254901960785
764,184.76495726495727
765,183.87179487179486
766,183.5897435897436
767,183.56410256410257
768,182.5940170940171
769,182.18376068376068
770,181.94444444444446
771,182.14529914529913
772,182.14102564102564
773,182.2337858220211
774,181.6196581196581
775,181.19444444444446
776,181.61574074074073
777,181.77777777777777
778,180.43162393162393
779,179.68803418803418
780,180.67269984917044
781,181.48265460030166
782,180.31196581196582
783,184.34238310708898
784,185.6817496229261
785,186.32428355957768
786,186.84012066365008
787,186.84012066365008
788,188.49537037037038
789,188.55555555555554
790,190.49019607843138
791,188.375
792,188.9145299145299
793,190.51885369532428
794,189.4017094017094
795,189.77350427350427
796,191.86111111111111
797,191.16666666666666
798,191.9398148148148
799,192.20833333333334
800,192.80555555555554
801,193.34259259259258
802,190.53418803418805
803,190.74358974358975
804,190.85470085470087
805,192.74537037037038
806,189.2962962962963
807,188.35185185185185
808,192.12310606060606
809,188.41666666666666
810,191.3901515151515
811,192.25378787878788
812,191.84135472370767
813,192.8680926916221
814,194.15196078431373
815,194.0735294117647
816,193.4950980392157
817,195.7892156862745
818,192.6592261904762
819,193.41369047619048
820,192.20728291316527
821,187.91764705882352
822,191.3081232492997
823,195.48065476190476
824,191.30588235294118
825,192.9
826,192.94583333333333
827,193.59583333333333
828,187.72941176470587
829,187.71764705882353
830,186.92156862745097
831,191.93333333333334
832,199.56994047619048
833,194.92916666666667
834,194.27916666666667
835,198.63690476190476
836,196.22745098039215
837,198.96358543417367
838,200.6953242835596
839,201.04374057315235
840,202.50980392156862
841,198.37179487179486
842,202.16239316239316
843,202.8235294117647
844,199.67269984917044
845,200.34313725490196
846,196.7058823529412
847,195.11574074074073
848,195.40277777777777
849,195.7314814814815
850,196.2962962962963
851,195.59313725490196
852,194.26388888888889
853,194.91203703703704
854,194.27314814814815
855,192.7156862745098
856,189.1898148148148
857,189.82202111613876
858,186.09920634920636
859,186.31523378582202
860,184.9713423831071
861,183.25641025641025
862,183.9260935143288
863,183.2790346907994
864,182.9713423831071
865,183.06184012066365
866,183.00301659125188
867,182.71794871794873
868,180.95726495726495
869,181.84917043740572
870,181.89894419306185
871,181.87179487179486
872,181.55957767722472
873,181.53242835595776
874,180.84012066365008
875,180.72247360482655
876,180.23076923076923
877,180.19230769230768
878,179.991452991453
879,179.92735042735043
880,179.8846153846154
881,180.6003016591252
882,180.51432880844646
883,182.91704374057315
884,183.8763197586727
885,187.08333333333334
886,188.02941176470588
887,188.87745098039215
888,189.55882352941177
889,189.58823529411765
890,190.2058823529412
891,190.765625
892,190.75
893,190.55208333333334
894,190.11274509803923
895,190.05392156862746
896,189.30618401206635
897,189.12971342383108
898,189.19758672699848
899,189.69079939668174
900,188.7136752136752
901,189.17521367521368
902,189.38888888888889
903,189.36324786324786
904,189.52991452991452
905,189.491452991453
906,189.39743589743588
907,189.32905982905982
908,189.33760683760684
909,189.54700854700855
910,189.44017094017093
911,189.42735042735043
912,192.59259259259258
913,192.79166666666666
914,189.47435897435898
915,191.57407407407408
916,191.2905982905983
917,191.34615384615384
918,191.17521367521368
919,191.51709401709402
920,191.72649572649573
921,190.9957264957265
922,190.97008547008548
923,191.22649572649573
924,190.76495726495727
925,191.04273504273505
926,190.7136752136752
927,191.4102564102564
928,190.7863247863248
929,191.0
930,191.73931623931625
931,193.32428355957768
932,193.2654600301659
933,191.17948717948718
934,191.03846153846155
935,191.73504273504273
936,188.94444444444446
937,189.85369532428356
938,187.56410256410257
939,186.63650075414782
940,184.6196581196581
941,182.28571428571428
942,182.71794871794873
943,182.94871794871796
944,182.8898944193062
945,182.80844645550528
946,182.14102564102564
947,182.45299145299145
948,181.97863247863248
949,179.83760683760684
950,181.22021116138762
951,181.63235294117646
952,181.73039215686273
953,182.33333333333334
954,180.28808446455506
955,180.07541478129713
956,180.2292609351433
957,180.75414781297135
958,183.61274509803923
959,185.19117647058823
960,185.5550527903469
961,185.8446455505279
962,188.19117647058823
963,186.38310708898945
964,185.16239316239316
965,190.44270833333334
966,189.15686274509804
967,190.29901960784315
968,192.734375
969,191.9656862745098
970,189.83107088989442
971,189.89894419306185
972,189.63650075414782
973,190.02564102564102
974,189.72247360482655
975,191.83333333333334
976,191.8921568627451
977,192.30882352941177
978,192.38725490196077
979,191.0648148148148
980,190.44871794871796
981,190.67948717948718
982,190.86324786324786
983,191.02136752136752
984,192.97586726998492
985,194.8578431372549
986,192.36953242835597
987,192.00301659125188
988,190.6965811965812
989,190.86324786324786
990,190.8760683760684
991,192.29713423831072
992,192.2685185185185
993,192.43589743589743
994,193.16666666666666
995,191.16239316239316
996,191.57264957264957
997,188.90013495276654
998,188.57624831309042
999,191.07541478129713
1000,189.83333333333334
1001,188.25641025641025
1002,188.6965811965812
1003,189.06022408963585
1004,190.13247863247864
1005,189.1153846153846
1006,189.64957264957266
1007,189.6239316239316
1008,191.61111111111111
1009,191.3235294117647
1010,190.73931623931625
1011,191.47549019607843
1012,192.31975867269986
1013,188.15079365079364
1014,187.30769230769232
1015,186.92307692307693
1016,188.01206636500754
1017,188.35143288084464
1018,189.184012066365
1019,189.95518207282913
1020,192.27450980392157
1021,192.29260935143287
1022,192.71342383107088
1023,192.3921568627451
1024,191.05982905982907
1025,190.88084464555052
1026,189.2948717948718
1027,188.64102564102564
1028,188.14957264957266
1029,188.5052790346908
1030,185.18253968253967
1031,187.63247863247864
1032,186.05731523378583
1033,189.37254901960785
1034,188.70728291316527
1035,191.02564102564102
1036,190.1064425770308
1037,192.1764705882353
1038,192.2450980392157
1039,191.7941176470588
1040,188.6817496229261
1041,188.85822021116138
1042,188.2008547008547
1043,187.89316239316238
1044,187.17094017094018
1045,186.8760683760684
1046,186.18376068376068
1047,185.9145299145299
1048,185.60256410256412
1049,182.59920634920636
1050,184.23504273504273
1051,183.51282051282053
1052,183.06410256410257
1053,182.65811965811966
1054,182.5982905982906
1055,182.73076923076923
1056,181.7098515519568
1057,181.75438596491227
1058,183.37179487179486
1059,183.7948717948718
1060,184.17521367521368
1061,184.97435897435898
1062,185.3760683760684
1063,186.97863247863248
1064,187.14529914529913
1065,187.26495726495727
1066,188.4188034188034
1067,188.991452991453
1068,190.83107088989442
1069,192.72058823529412
1070,190.90346907993967
1071,192.7058823529412
1072,192.87745098039215
1073,192.87745098039215
1074,192.6764705882353
1075,192.473604826546
1076,192.55957767722472
1077,192.86274509803923
1078,192.41478129713423
1079,192.59577677224735
1080,191.2948717948718
1081,190.55555555555554
1082,192.67948717948718
1083,194.51960784313727
1084,194.8186274509804
1085,194.70889894419307
1086,193.44017094017093
1087,193.52991452991452
1088,194.57767722473605
1089,195.0663650075415
1090,195.09803921568627
1091,194.86726998491704
1092,194.05128205128204
1093,193.16666666666666
1094,193.4059829059829
1095,192.4059829059829
1096,193.39743589743588
1097,193.44444444444446
1098,194.38763197586727
1099,194.00301659125188
1100,193.6003016591252
1101,191.31623931623932
1102,191.3803418803419
1103,191.76923076923077
1104,191.47008547008548
1105,191.46153846153845
1106,193.14328808446456
1107,192.14529914529913
1108,192.77777777777777
1109,193.1153846153846
1110,193.2094017094017
1111,193.2094017094017
1112,193.1965811965812
1113,193.1965811965812
1114,193.1965811965812
1115,193.1965811965812
1116,191.0595238095238
1117,191.0595238095238
1118,191.0595238095238
1119,191.0595238095238
1120,191.0595238095238
1121,191.0595238095238
1122,191.0595238095238
1123,191.0595238095238
1124,191.0595238095238
1125,191.0595238095238
1126,191.0595238095238
1127,191.0595238095238
1128,191.0595238095238
1129,191.0595238095238
1130,191.0595238095238
1131,191.0595238095238
1132,182.57142857142858
1133,182.43650793650792
1134,182.86694677871148
1135,182.25
1136,182.11507936507937
1137,182.38492063492063
1138,182.45238095238096
1139,182.53174603174602
1140,184.0079365079365
1141,185.70728291316527
1142,187.5982905982906
1143,188.67269984917044
1144,189.65460030165912
1145,189.96681749622925
1146,189.6106442577031
1147,189.54700854700855
1148,190.8803418803419
1149,189.59803921568627
1150,189.47008547008548
1151,190.2863247863248
1152,190.95833333333334
1153,190.23831070889895
1154,189.81944444444446
1155,190.28240740740742
1156,190.15277777777777
1157,190.5787037037037
1158,193.1764705882353
1159,191.8989898989899
1160,191.97549019607843
1161,190.76388888888889
1162,191.69117647058823
1163,192.09803921568627
1164,193.37373737373738
1165,195.42959001782532
1166,195.98529411764707
1167,192.84722222222223
1168,196.54723707664886
1169,196.60294117647058
1170,193.49537037037038
1171,193.25462962962962
1172,193.47222222222223
1173,197.35185185185185
1174,196.44907407407408
1175,195.77314814814815
1176,196.44298245614036
1177,197.1064814814815
1178,196.41666666666666
1179,195.8287037037037
1180,196.26068376068375
1181,199.2685185185185
1182,195.44871794871796
1183,195.63675213675214
1184,195.25462962962962
1185,196.92156862745097
1186,197.38235294117646
1187,194.70437405731522
1188,194.70437405731522
1189,194.6953242835596
1190,193.52450980392157
1191,194.2156862745098
1192,194.7156862745098
1193,193.9059829059829
1194,194.37405731523378
1195,192.71794871794873
1196,191.92735042735043
1197,191.77314814814815
1198,193.17592592592592
1199,193.37037037037038
1200,193.33796296296296
1201,194.38235294117646
1202,195.02450980392157
1203,196.15196078431373
1204,197.30165912518854
1205,197.36274509803923
1206,193.65277777777777
1207,193.34259259259258
1208,194.84313725490196
1209,195.83333333333334
1210,194.85897435897436
1211,194.85470085470087
1212,197.5648148148148
1213,193.66239316239316
1214,193.69230769230768
1215,193.9017094017094
1216,194.98717948717947
1217,197.7314814814815
1218,196.8846153846154
1219,196.77350427350427
1220,197.0811965811966
1221,197.1239316239316
1222,195.67948717948718
1223,195.97863247863248
1224,196.23504273504273
1225,196.78205128205127
1226,195.72199730094468
1227,196.13090418353576
1228,197.125
1229,196.64957264957266
1230,196.00462962962962
1231,193.18421052631578
1232,193.56140350877192
1233,193.640350877193
1234,193.56578947368422
1235,193.9780701754386
1236,194.24122807017545
1237,194.5701754385965
1238,194.80701754385964
1239,194.91228070175438
1240,194.8859649122807
1241,195.01754385964912
1242,194.42105263157896
1243,193.5921052631579
1244,189.77462887989205
1245,190.39316239316238
1246,190.99325236167343
1247,191.01754385964912
1248,191.15384615384616
1249,188.6288798920378
1250,186.8191632928475
1251,188.4102564102564
1252,184.86507936507937
1253,183.9047619047619
1254,181.83535762483132
1255,183.8760683760684
1256,183.36572199730094
1257,181.04010025062658
1258,180.34952766531714
1259,181.59649122807016
1260,180.11066126855602
1261,180.47503373819163
1262,180.53171390013495
1263,180.68151147098516
1264,180.39001349527666
1265,182.23504273504273
1266,181.96581196581195
1267,182.85470085470087
1268,182.83760683760684
1269,182.57264957264957
1270,182.3803418803419
1271,182.87179487179486
1272,181.56005398110662
1273,182.0539811066127
1274,184.74786324786325
1275,185.93589743589743
1276,187.0982905982906
1277,188.491452991453
1278,189.84012066365008
1279,190.5233785822021
1280,189.4188034188034
1281,189.98717948717947
1282,190.7948717948718
1283,190.64102564102564
1284,193.88888888888889
1285,193.8287037037037
1286,191.64957264957266
1287,193.83333333333334
1288,188.67948717948718
1289,192.4351851851852
1290,192.78240740740742
1291,192.75925925925927
1292,192.54166666666666
1293,192.32407407407408
1294,191.63425925925927
1295,191.01388888888889
1296,194.02941176470588
1297,194.01470588235293
1298,194.01470588235293
1299,194.13235294117646
1300,192.52136752136752
1301,192.66239316239316
1302,195.28703703703704
1303,192.76495726495727
1304,197.70098039215685
1305,196.90686274509804
1306,192.13888888888889
1307,191.87254901960785
1308,192.0
1309,192.0735294117647
1310,191.97058823529412
1311,193.59313725490196
1312,192.2058823529412
1313,191.34313725490196
1314,190.91666666666666
1315,191.07843137254903
1316,191.06372549019608
1317,191.0392156862745
1318,190.41666666666666
1319,190.4313725490196
1320,190.6764705882353
1321,190.90196078431373
1322,190.90686274509804
1323,190.5735294117647
1324,190.4950980392157
1325,191.11764705882354
1326,191.13235294117646
1327,191.1764705882353
1328,190.74019607843138
1329,192.3578431372549
1330,192.16176470588235
1331,192.40686274509804
1332,192.9313725490196
1333,193.23529411764707
1334,193.2892156862745
1335,193.05392156862746
1336,192.95098039215685
1337,192.93627450980392
1338,193.12254901960785
1339,193.8921568627451
1340,193.97549019607843
1341,193.2941176470588
1342,192.02941176470588
1343,191.2107843137255
1344,191.64705882352942
1345,192.71759259259258
1346,194.77450980392157
1347,195.6078431372549
1348,194.53240740740742
1349,195.34803921568627
1350,194.9656862745098
1351,197.26960784313727
1352,195.625
1353,194.82407407407408
1354,194.63425925925927
1355,194.79166666666666
1356,195.89814814814815
1357,197.99074074074073
1358,196.55982905982907
1359,197.06410256410257
1360,194.82726045883942
1361,198.45833333333334
1362,198.9537037037037
1363,199.53240740740742
1364,197.82407407407408
1365,195.27631578947367
1366,196.48684210526315
1367,198.86574074074073
1368,197.04166666666666
1369,199.1898148148148
1370,195.0539811066127
1371,197.7948717948718
1372,197.03240740740742
1373,193.62719298245614
1374,194.9188034188034
1375,196.2948717948718
1376,197.28703703703704
1377,197.21296296296296
1378,193.62280701754386
1379,193.8421052631579
1380,193.52136752136752
1381,193.69230769230768
